#onokad	O=0.9999865293502808|NORM=1.2970642274012789e-05
neku	O=0.999981164932251|NORM=1.85197131941095e-05
teoriju	O=0.9999479055404663|NORM=5.166987830307335e-05
da	O=0.9999806880950928|NORM=1.8888196791522205e-05
su	O=0.9999740123748779|NORM=2.5706372980494052e-05
svi	O=0.9999759197235107|NORM=2.3587021132698283e-05
muškarci	O=0.9999626874923706|NORM=3.669322904897854e-05
sa	O=0.9999818801879883|NORM=1.7587464753887616e-05
divnim	O=0.9997928738594055|NORM=0.00020671566016972065
glasom	O=0.9998661279678345|NORM=0.00013297029363457114
i	O=0.9999735355377197|NORM=2.5899951651808806e-05
još	O=0.9999725818634033|NORM=2.6789593903231435e-05
ljepšim	O=0.9965884685516357|NORM=0.003410759149119258
pjesmama	O=0.9997727274894714|NORM=0.00022675422951579094
ružnjikavi	O=0.999478280544281|NORM=0.0005205444758757949
.	O=0.9999896287918091|NORM=9.338825293525588e-06

malo	O=0.9999593496322632|NORM=4.035417805425823e-05
kasnim	O=0.9999085664749146|NORM=9.09357113414444e-05
,	O=0.9999884366989136|NORM=9.931685781339183e-06
ali	O=0.9999823570251465|NORM=1.7401578588760458e-05
evo	O=0.9999828338623047|NORM=1.6906553355511278e-05
napokon	O=0.999875545501709|NORM=0.0001237578981090337
i	O=0.9999709129333496|NORM=2.8881146135972813e-05
mojih	O=0.9997379183769226|NORM=0.0002616163983475417
slideova	O=0.9024994373321533|NORM=0.09748769551515579
sa	O=0.9999649524688721|NORM=3.4409775253152475e-05
ovogodišnjeg	O=0.9998303651809692|NORM=0.00016898554167710245
webcamp-a	O=0.847504734992981|NORM=0.15244990587234497
https://t.co/jmhqbxykpn	O=0.9999905824661255|NORM=9.1066012828378e-06
#wczg	O=0.999992847442627|NORM=6.828563527960796e-06

@francesmute	O=0.9999915361404419|NORM=7.95445612311596e-06
nemoguća	O=0.9999539852142334|NORM=4.5602737372973934e-05
misija	O=0.9999041557312012|NORM=9.526512440061197e-05
traženja	O=0.999377965927124|NORM=0.0006216399488039315
nekih	O=0.9999452829360962|NORM=5.4155258112587035e-05
odjevnih	O=0.9948693513870239|NORM=0.005129076074808836
predmeta	O=0.999768078327179|NORM=0.00023096386576071382
pruža	O=0.9999408721923828|NORM=5.8453715610085055e-05
čovjeku	O=0.9998270869255066|NORM=0.00017098523676395416
više	O=0.99997878074646|NORM=2.0879610019619577e-05
mogućnosti	O=0.999983549118042|NORM=1.6161386156454682e-05
za	O=0.999980092048645|NORM=1.9528484699549153e-05
uspije	O=0.9303591251373291|NORM=0.06963656097650528
od	O=0.9998927116394043|NORM=0.00010698909318307415
traženja	O=0.9998261332511902|NORM=0.00017342859064228833
zdravog	O=0.9999679327011108|NORM=3.1945837690727785e-05
razuma	O=0.999944806098938|NORM=5.455406062537804e-05

;)	O=0.999984860420227|NORM=1.3954262612969615e-05
@marija_perica	O=0.9999904632568359|NORM=9.24010691960575e-06

zasto	NORM=0.997996985912323|O=0.0019863322377204895
bas	NORM=0.9992407560348511|O=0.000677757547236979
kad	O=0.9999243021011353|NORM=7.498155173379928e-05
sam	O=0.9996973276138306|NORM=0.0003018705756403506
ka	NORM=0.998714804649353|O=0.001274352427572012
na	O=0.9999603033065796|NORM=3.935052882297896e-05
brodu	O=0.9992110729217529|NORM=0.0007821617182344198
i	O=0.9999734163284302|NORM=2.636895078467205e-05
kad	O=0.9999188184738159|NORM=8.044002606766298e-05
se	O=0.9970905780792236|NORM=0.002907097339630127
bojin	NORM=0.5215970277786255|O=0.47832822799682617
??!	O=0.9999692440032959|NORM=2.9945907954243012e-05

reenactment	O=0.9794712662696838|NORM=0.02052290365099907
i	O=0.999969482421875|NORM=3.034451037819963e-05
turnire	O=0.9999161958694458|NORM=8.323785732500255e-05
,	O=0.9999849796295166|NORM=1.3007672350795474e-05
odnosno	O=0.9983783960342407|NORM=0.001619907678104937
"	O=0.9999828338623047|NORM=1.671408062975388e-05
mogla	O=0.9982329607009888|NORM=0.001764838001690805
sam	O=0.9996161460876465|NORM=0.0003833297814708203
nać	NORM=0.9985535740852356|O=0.001432906137779355
manje	O=0.9987354874610901|NORM=0.001263424288481474
aktivni	O=0.999798595905304|NORM=0.0002011120377574116
hobby	O=0.9996318817138672|NORM=0.00036153977271169424
"	O=0.9999585151672363|NORM=3.996380837634206e-05
.	O=0.9999897480010986|NORM=8.773366062087007e-06

vidim	O=0.9998739957809448|NORM=0.00012442398292478174
sve	O=0.9999786615371704|NORM=2.095045601890888e-05
divno	O=0.999944806098938|NORM=5.4832544265082106e-05
,	O=0.9999898672103882|NORM=9.455400686420035e-06
krasno	O=0.9999651908874512|NORM=3.440961518208496e-05
,	O=0.9999880790710449|NORM=1.0860974725801498e-05
ali	O=0.9999657869338989|NORM=3.390754864085466e-05
komjuniti	O=0.9299926161766052|NORM=0.06999116390943527
meneđment	NORM=0.6980850696563721|O=0.3018666207790375
im	O=0.999803364276886|NORM=0.00019594081095419824
je	O=0.9999697208404541|NORM=2.993584166688379e-05
banana	O=0.9827996492385864|NORM=0.017194708809256554
pa	O=0.99992835521698|NORM=7.14692723704502e-05
me	O=0.999794065952301|NORM=0.00020551704801619053
struh	O=0.9992735981941223|NORM=0.0007254531956277788
!	O=0.999984622001648|NORM=1.3630074136017356e-05

zašto	O=0.9993854761123657|NORM=0.0006123151397332549
mi	O=0.9999527931213379|NORM=4.6682340325787663e-05
skype	O=0.9678618907928467|NORM=0.032133325934410095
app	O=0.9988695979118347|NORM=0.001117587205953896
na	O=0.9999768733978271|NORM=2.2637579604634084e-05
iphoneu	O=0.860296905040741|NORM=0.13967537879943848
ne	O=0.9999687671661377|NORM=3.055898559978232e-05
pokupi	O=0.9974773526191711|NORM=0.0025204054545611143
kontakte	O=0.9486793279647827|NORM=0.05130347982048988
sa	O=0.9999194145202637|NORM=7.979840302141383e-05
skypea	O=0.8745255470275879|NORM=0.12544548511505127
?	O=0.9999653100967407|NORM=2.9621052817674354e-05

i	O=0.9999663829803467|NORM=3.322051634313539e-05
tako	O=0.9999157190322876|NORM=8.41096043586731e-05
,	O=0.9999797344207764|NORM=1.9391702153370716e-05
ja	O=0.9997873902320862|NORM=0.00021234623272903264
počela	O=0.9998296499252319|NORM=0.00016991380834951997
gledat	NORM=0.9997952580451965|O=0.00018161760817747563
ljubavne	O=0.9995284080505371|NORM=0.0004712252120953053
filmiće	O=0.8929367065429688|NORM=0.10705087333917618
.	O=0.9999878406524658|NORM=1.0669891707948409e-05

love	O=0.9999872446060181|NORM=1.2154763680882752e-05
it	O=0.9999762773513794|NORM=2.230269819847308e-05
:)	O=0.9999699592590332|NORM=2.4412618586211465e-05

iskoristili	O=0.9998704195022583|NORM=0.00012886920012533665
zabunu	O=0.9999058246612549|NORM=9.288982982980087e-05
i	O=0.9999815225601196|NORM=1.8295964764547534e-05
uzeli	O=0.999832272529602|NORM=0.0001670159981586039
lovu	O=0.9988712668418884|NORM=0.0011257842415943742
.	O=0.9999896287918091|NORM=8.622433597338386e-06

osnivač	O=0.9999628067016602|NORM=3.6864079447695985e-05
applea	O=0.9991346001625061|NORM=0.0008637969149276614
tvrdi	O=0.9998639822006226|NORM=0.00013386983482632786
:	O=0.9999866485595703|NORM=1.2518530638772063e-05
iphone	O=0.9999510049819946|NORM=4.861655179411173e-05
bi	O=0.999819815158844|NORM=0.00017995244706980884
trebao	O=0.9999537467956543|NORM=4.591859760694206e-05
raditi	O=0.9999545812606812|NORM=4.478372648009099e-05
na	O=0.9999809265136719|NORM=1.8766946595860645e-05
androidu	O=0.9979981780052185|NORM=0.0019911746494472027
!	O=0.9999876022338867|NORM=1.1029784218408167e-05

ja	O=0.9999754428863525|NORM=2.4411401682300493e-05
znam	O=0.99992835521698|NORM=7.115290645742789e-05
tipa	O=0.9999278783798218|NORM=7.155497587518767e-05
koji	O=0.9999737739562988|NORM=2.5871864636428654e-05
je	O=0.9999791383743286|NORM=2.063650026684627e-05
dobio	O=0.9999780654907227|NORM=2.159084215236362e-05
kaznu	O=0.9999114274978638|NORM=8.787076512817293e-05
za	O=0.9999791383743286|NORM=2.0573914298438467e-05
mokrenje	O=0.9994491934776306|NORM=0.0005501759005710483
na	O=0.9999709129333496|NORM=2.8597723940038122e-05
javnom	O=0.9998165965080261|NORM=0.00018313185137230903
mjestu	O=0.9999570846557617|NORM=4.221520430292003e-05
.	O=0.9999911785125732|NORM=7.773242941766512e-06

silicon	O=0.9894540309906006|NORM=0.010543867945671082
valley	O=0.999954104423523|NORM=4.568501753965393e-05
ep03	O=0.8779419660568237|NORM=0.12201972305774689
.	O=0.999988317489624|NORM=1.0707225555961486e-05

ma	O=0.9993233680725098|NORM=0.0006755713257007301
mrs	O=0.8716751933097839|NORM=0.12831203639507294
u	O=0.9996032118797302|NORM=0.00039615121204406023
pm	O=0.9984682202339172|NORM=0.0015306107234209776

:d	O=0.999964714050293|NORM=3.199500497430563e-05

sheram	O=0.9976245760917664|NORM=0.002373551018536091
moj	O=0.9999489784240723|NORM=5.0545058911666274e-05
fb	O=0.9995250701904297|NORM=0.00047398623428307474
https://t.co/kh0j63wt9y	O=0.9999873638153076|NORM=1.2327067452133633e-05
#politikahr	O=0.9999884366989136|NORM=1.1224074114579707e-05
#ee	O=0.9999841451644897|NORM=1.5260904547176324e-05
#oie	O=0.9999864101409912|NORM=1.3149379810784012e-05

mazla	O=0.9149206280708313|NORM=0.08507056534290314
je	O=0.9999523162841797|NORM=4.745622936752625e-05
pogledao	O=0.9999494552612305|NORM=4.9797294195741415e-05
neki	O=0.9999748468399048|NORM=2.4738439606153406e-05
kineski	O=0.9999397993087769|NORM=5.983909795759246e-05
film	O=0.9998016953468323|NORM=0.00019353510288055986
,	O=0.9999889135360718|NORM=1.058561792888213e-05
pohvalio	O=0.9997567534446716|NORM=0.00024228758411481977
ga	O=0.9999676942825317|NORM=3.134793587378226e-05
i	O=0.9999816417694092|NORM=1.8067350538331084e-05
dodao	O=0.9999115467071533|NORM=8.780142525210977e-05
:	O=0.9999774694442749|NORM=2.1351666873670183e-05
"	O=0.9999934434890747|NORM=5.8482355598243885e-06
ne	O=0.9999850988388062|NORM=1.4269822713686153e-05
preporučam	O=0.9999454021453857|NORM=5.425048220786266e-05
ljubiteljima	O=0.9999082088470459|NORM=9.14155607460998e-05
hollywooda	O=0.9996080994606018|NORM=0.00038940980448387563
,	O=0.99998939037323|NORM=9.201213288179133e-06
nema	O=0.9999858140945435|NORM=1.3879289326723665e-05
tu	O=0.9999628067016602|NORM=3.692618338391185e-05
niš	NORM=0.7855907678604126|O=0.214391827583313
za	O=0.9999853372573853|NORM=1.4304393516795244e-05
vas	O=0.9998639822006226|NORM=0.0001349964877590537
"	O=0.9999758005142212|NORM=2.3239190340973437e-05
.	O=0.9999905824661255|NORM=7.593648660986219e-06

"	O=0.9999934434890747|NORM=4.956440989190014e-06
it	O=0.9999370574951172|NORM=6.169456901261583e-05
is	O=0.9999837875366211|NORM=1.5911724403849803e-05
my	O=0.9998817443847656|NORM=0.00011505154543556273
business	O=0.9999021291732788|NORM=9.5430325018242e-05
to	O=0.9999821186065674|NORM=1.716227052384056e-05
know	O=0.9999366998672485|NORM=6.145578663563356e-05
what	O=0.9999611377716064|NORM=3.804933658102527e-05
other	O=0.9999854564666748|NORM=1.391538626194233e-05
people	O=0.9999854564666748|NORM=1.3257049431558698e-05
don't	O=0.9999804496765137|NORM=1.9079281628364697e-05
know	O=0.9999805688858032|NORM=1.83279062184738e-05
"	O=0.9999873638153076|NORM=1.0560916962276679e-05

jebeš	O=0.9991582632064819|NORM=0.0008410334121435881
sve	O=0.9999860525131226|NORM=1.3780124390905257e-05
ako	O=0.9999845027923584|NORM=1.5218312000797596e-05
smo	O=0.9999759197235107|NORM=2.3703805709374137e-05
šnje	O=0.8418696522712708|NORM=0.1581185758113861
i	O=0.9999618530273438|NORM=3.789527909248136e-05
kukavice	O=0.9996923208236694|NORM=0.00030723109375685453
,	O=0.9999927282333374|NORM=6.804684744565748e-06
ako	O=0.9999855756759644|NORM=1.3930964087194297e-05
dopuštamo	O=0.999911904335022|NORM=8.759628690313548e-05
da	O=0.9999687671661377|NORM=3.088984885835089e-05
nas	O=0.999980092048645|NORM=1.962214446393773e-05
bijeda	O=0.9999696016311646|NORM=3.0172241167747416e-05
vodi	O=0.9996192455291748|NORM=0.0003771134652197361
,	O=0.9999865293502808|NORM=1.3087103070574813e-05
moralna	O=0.9998692274093628|NORM=0.00013004425272811204
bijeda	O=0.9999322891235352|NORM=6.66268024360761e-05
..	O=0.9999121427536011|NORM=8.740081102587283e-05
koja	O=0.9998948574066162|NORM=0.00010445362568134442
nas	O=0.9999797344207764|NORM=2.001577195187565e-05
ponižava	O=0.9999492168426514|NORM=4.9686990678310394e-05

@modestyblaise7	O=0.9999933242797852|NORM=6.221769126568688e-06
@mixerhr	O=0.9999914169311523|NORM=8.359818821190856e-06
još	O=0.9999059438705444|NORM=9.327402949566022e-05
da	O=0.9999606609344482|NORM=3.8782385672675446e-05
se	O=0.9999771118164062|NORM=2.277578278153669e-05
ne	O=0.999980092048645|NORM=1.945980875461828e-05
kuži	O=0.9998212456703186|NORM=0.00017811775614973158
kada	O=0.9999779462814331|NORM=2.1403968275990337e-05
te	O=0.99993896484375|NORM=6.0539441619766876e-05
neko	NORM=0.9735314249992371|O=0.026452654972672462
zalije	O=0.9953702092170715|NORM=0.004628243390470743
pifom	O=0.9398518204689026|NORM=0.060117125511169434
u	O=0.9999804496765137|NORM=1.9192299077985808e-05
gužvi	O=0.9998987913131714|NORM=0.00010068801930174232
...	O=0.9999877214431763|NORM=1.15403800009517e-05

help	O=0.9998248219490051|NORM=0.00017358854529447854
.	O=0.9999908208847046|NORM=7.349638053710805e-06

žena	O=0.99972003698349|NORM=0.000279233354376629
koje	O=0.9999775886535645|NORM=2.1985933926771395e-05
su	O=0.9999759197235107|NORM=2.3641609004698694e-05
pristale	O=0.9997884631156921|NORM=0.00020984570437576622
muškarcu	O=0.9986557960510254|NORM=0.00133823964279145
bilo	O=0.9999589920043945|NORM=4.0289407479576766e-05
je	O=0.9999860525131226|NORM=1.3809855772706214e-05
naravno	O=0.9999527931213379|NORM=4.6530418330803514e-05
0.	O=0.9999853372573853|NORM=1.267152856598841e-05

sad	O=0.9999693632125854|NORM=3.0028128094272688e-05
su	O=0.9999762773513794|NORM=2.3379179765470326e-05
morali	O=0.9999164342880249|NORM=8.287312812171876e-05
platiti	O=0.9999622106552124|NORM=3.7396552215795964e-05
ljetovanje	O=0.9999666213989258|NORM=3.2802603527670726e-05

#kataklizma	O=0.9999903440475464|NORM=9.137020242633298e-06
#dand	O=0.9999920129776001|NORM=7.611843557242537e-06
#umrijetćemosvi	O=0.9999736547470093|NORM=2.610722185636405e-05
#oluja	O=0.999982476234436|NORM=1.713114215817768e-05
#tornado	O=0.9999921321868896|NORM=7.156820174714085e-06
#pijavica	O=0.9999901056289673|NORM=9.399086593475658e-06

i	O=0.9999796152114868|NORM=2.006129034270998e-05
njegova	O=0.999721348285675|NORM=0.0002770929131656885
.	O=0.9999896287918091|NORM=8.280544534500223e-06

no	O=0.9998055100440979|NORM=0.00019332868396304548
to	O=0.9999688863754272|NORM=2.9256136258482002e-05
ne	O=0.9999779462814331|NORM=2.165084151783958e-05
znaci	NORM=0.9996365308761597|O=0.0003480567829683423
da	O=0.9995560050010681|NORM=0.00044337031431496143
sam	O=0.9996106028556824|NORM=0.00038878570194356143
izasao	NORM=0.9716566205024719|O=0.028319882228970528
van	O=0.9791907668113708|NORM=0.020807480439543724
.	O=0.9999852180480957|NORM=1.3036412383371498e-05

#bnppo14	O=0.9999841451644897|NORM=1.4247943909140304e-05
#indianwells	O=0.9999896287918091|NORM=9.698300345917232e-06
#gulbis	O=0.99997878074646|NORM=2.01725670194719e-05
#dimitrov	O=0.9999873638153076|NORM=1.1680531315505505e-05
#tennis	O=0.999883770942688|NORM=0.00011296923912595958
#atp	O=0.9999829530715942|NORM=1.555814014864154e-05

ne	O=0.9999794960021973|NORM=2.0103556380490772e-05
vjerujem	O=0.9999524354934692|NORM=4.652583447750658e-05
...	O=0.9999886751174927|NORM=9.883303391688969e-06

nakon	O=0.9999792575836182|NORM=2.050698094535619e-05
vartometa	O=0.9404553771018982|NORM=0.05953575670719147
i	O=0.9999657869338989|NORM=3.3950131182791665e-05
topova	O=0.9999308586120605|NORM=6.897262210259214e-05
sinoć	O=0.9999459981918335|NORM=5.337379843695089e-05
,	O=0.999985933303833|NORM=1.3156034583516885e-05
iskašljavam	O=0.9998558759689331|NORM=0.00014346111856866628
i	O=0.9999736547470093|NORM=2.6219651772407815e-05
ispuhujem	O=0.9999384880065918|NORM=6.127196684246883e-05
barut	O=0.9694241881370544|NORM=0.03051743656396866
(	O=0.999971866607666|NORM=2.7096135454485193e-05
ili	O=0.9999508857727051|NORM=4.873170837527141e-05
štoveć	O=0.9756482243537903|NORM=0.024347275495529175
)	O=0.9999024868011475|NORM=9.500783926341683e-05
.	O=0.9999915361404419|NORM=7.508709131798241e-06

#kckzg	O=0.9999673366546631|NORM=3.0238599720178172e-05

život	O=0.9999827146530151|NORM=1.6991558368317783e-05
mi	O=0.9999842643737793|NORM=1.5419902410940267e-05
je	O=0.9999878406524658|NORM=1.1898732736881357e-05
ovih	O=0.9999805688858032|NORM=1.882440847111866e-05
dana	O=0.9999898672103882|NORM=9.34434137889184e-06
i	O=0.9999781847000122|NORM=2.153713103325572e-05
težak	O=0.9998563528060913|NORM=0.00014308792015071958
i	O=0.9999781847000122|NORM=2.155444963136688e-05
prekrasan	O=0.9997547268867493|NORM=0.0002444688288960606
i	O=0.999974250793457|NORM=2.5436809664824978e-05
umorna	O=0.9972654581069946|NORM=0.002731438959017396
sam	O=0.9999432563781738|NORM=5.6350963859586045e-05
i	O=0.999984622001648|NORM=1.5025315406091977e-05
smijem	O=0.999927282333374|NORM=7.189242023741826e-05
se	O=0.999971866607666|NORM=2.7927879273192957e-05
puno	O=0.9999521970748901|NORM=4.690387868322432e-05
i	O=0.9999814033508301|NORM=1.833986425481271e-05
puno	O=0.9999505281448364|NORM=4.8944028094410896e-05
se	O=0.9999723434448242|NORM=2.752077671175357e-05
ljutim	O=0.9990189075469971|NORM=0.0009798328392207623
i	O=0.9999833106994629|NORM=1.6323965610354207e-05
tako	O=0.9992690682411194|NORM=0.0007305754697881639
sam	O=0.9999674558639526|NORM=3.235841722926125e-05
jako	O=0.9999538660049438|NORM=4.574704507831484e-05
živa	O=0.9999319314956665|NORM=6.761425902368501e-05

ali	O=0.9999810457229614|NORM=1.842704114096705e-05
nema	O=0.9999896287918091|NORM=1.0069078598462511e-05
ih	O=0.9999819993972778|NORM=1.7635382391745225e-05
kod	O=0.9999864101409912|NORM=1.3349334039958194e-05
nas	O=0.9999773502349854|NORM=2.211519495176617e-05
još	O=0.9999874830245972|NORM=1.203767806146061e-05
toliko	O=0.9999836683273315|NORM=1.6008541933842935e-05
ovdje	O=0.9999741315841675|NORM=2.51613964792341e-05
u	O=0.9999831914901733|NORM=1.6558684365008958e-05
zaljevu	O=0.9998192191123962|NORM=0.00017963153368327767
:d	O=0.9999721050262451|NORM=2.644741653057281e-05

nisam	O=0.9999701976776123|NORM=2.8962189389858395e-05
ga	O=0.999887228012085|NORM=0.00011098584218416363
citao	NORM=0.8648861050605774|O=0.13508784770965576
neke	O=0.9999099969863892|NORM=8.863815310178325e-05
3	O=0.9998283386230469|NORM=0.00016656186198815703
godine	O=0.9998595714569092|NORM=0.0001364166528219357
.	O=0.9999856948852539|NORM=1.1500694199639838e-05

uh	O=0.9999589920043945|NORM=4.071047806064598e-05
što	O=0.9999607801437378|NORM=3.860659126075916e-05
je	O=0.999987006187439|NORM=1.2748652807204053e-05
mudra	O=0.9999620914459229|NORM=3.734297933988273e-05
ta	O=0.9999692440032959|NORM=2.8559898055391386e-05
mama	O=0.9999704360961914|NORM=2.8895899959024973e-05
!	O=0.9999897480010986|NORM=7.850561814848334e-06

mnoge	O=0.9999845027923584|NORM=1.5160094335442409e-05
kuće	O=0.9998884201049805|NORM=0.00010790799569804221
na	O=0.9999580383300781|NORM=4.1734489059308544e-05
jadranu	O=0.9996533393859863|NORM=0.00034516447340138257
izgledaju	O=0.999937891960144|NORM=6.160003249533474e-05
kao	O=0.9999827146530151|NORM=1.697138031886425e-05
stare	O=0.9998236298561096|NORM=0.0001732101518427953
kamene	O=0.9998650550842285|NORM=0.00013466656673699617
kuće	O=0.9999120235443115|NORM=8.550522034056485e-05
,	O=0.9999819993972778|NORM=1.4815344002272468e-05
a	O=0.9999651908874512|NORM=3.429868593229912e-05
zapravo	O=0.9999010562896729|NORM=9.732810576679185e-05
su	O=0.9999371767044067|NORM=6.237903289729729e-05
recentno	O=0.9998610019683838|NORM=0.00013823658809997141
građene	O=0.9997562766075134|NORM=0.00024315062910318375
i	O=0.9999736547470093|NORM=2.6071889806189574e-05
pružaju	O=0.9998944997787476|NORM=0.00010498448682483286
svaku	O=0.9999638795852661|NORM=3.586556704249233e-05
udobnost	O=0.9998798370361328|NORM=0.00011946969607379287
kao	O=0.9999402761459351|NORM=5.939746552030556e-05
suvremena	O=0.9999468326568604|NORM=5.295453956932761e-05
kuća	O=0.9999408721923828|NORM=5.8276324125472456e-05
.	O=0.9999634027481079|NORM=3.318454037071206e-05

upravo	O=0.9999704360961914|NORM=2.9246417398098856e-05
sam	O=0.9999513626098633|NORM=4.8310233978554606e-05
pročitao	O=0.9999687671661377|NORM=3.077543806284666e-05
komentar	O=0.9998775720596313|NORM=0.00012138806050643325
na	O=0.9999740123748779|NORM=2.560715438448824e-05
fb	O=0.9997164607048035|NORM=0.00028240212122909725
profilu	O=0.9998793601989746|NORM=0.00011931421613553539
j.	O=0.9999096393585205|NORM=8.951786730904132e-05
albe	O=0.9960909485816956|NORM=0.00390672730281949
gdje	O=0.9999493360519409|NORM=4.999023803975433e-05
je	O=0.9999716281890869|NORM=2.817989661707543e-05
frajer	O=0.9995555281639099|NORM=0.0004437195020727813
žica	NORM=0.8711031079292297|O=0.12887978553771973
posao	O=0.9824308753013611|NORM=0.017562102526426315
.	O=0.9999881982803345|NORM=9.969947313948069e-06

banjalucanke	O=0.9341942071914673|NORM=0.06578487902879715
:)	O=0.9999526739120483|NORM=4.332659227657132e-05
.	O=0.9999860525131226|NORM=9.310050700150896e-06

great	O=0.9999567270278931|NORM=4.262865331838839e-05
concert	O=0.9987609386444092|NORM=0.0012355896178632975
,	O=0.9999852180480957|NORM=1.3928022781328764e-05
i	O=0.9999473094940186|NORM=5.2218074415577576e-05
almost	O=0.9999383687973022|NORM=6.10905044595711e-05
cried	O=0.9997817873954773|NORM=0.00021769432350993156
.	O=0.9999898672103882|NORM=9.178360414807685e-06

nou	O=0.9991132616996765|NORM=0.0008853020262904465
.	O=0.9999876022338867|NORM=1.0208931598754134e-05

cross-selling	O=0.9825202822685242|NORM=0.017476340755820274
hrvatske	O=0.999828577041626|NORM=0.00017094162467401475
pošte	O=0.995573878288269|NORM=0.004424586426466703
:	O=0.9999821186065674|NORM=1.7256787032238208e-05
šaljem	O=0.9999139308929443|NORM=8.590368088334799e-05
novac	O=0.9920791983604431|NORM=0.00791912991553545
,	O=0.9999866485595703|NORM=1.2759059245581739e-05
a	O=0.9999736547470093|NORM=2.5810224542510696e-05
usput	O=0.9991205334663391|NORM=0.0008786078542470932
mi	O=0.9999780654907227|NORM=2.165894147765357e-05
nude	O=0.9998862743377686|NORM=0.0001129075899370946
knjige	O=0.999821126461029|NORM=0.0001778841542545706
o	O=0.9999747276306152|NORM=2.499123729649e-05
zdravoj	O=0.9995916485786438|NORM=0.00040757417446002364
prehrani	O=0.9999222755432129|NORM=7.675140659557655e-05
!	O=0.999990701675415|NORM=8.684783097123727e-06

fyi	NORM=0.5273528099060059|O=0.47263047099113464
ove	O=0.9999723434448242|NORM=2.698271237022709e-05
godine	O=0.9999817609786987|NORM=1.7579463019501418e-05
je	O=0.9999586343765259|NORM=4.107792119611986e-05
windsurfing	O=0.9999254941940308|NORM=7.406194345094264e-05
world	O=0.9999397993087769|NORM=5.966495518805459e-05
championship	O=0.9999358654022217|NORM=6.336489605018869e-05
od	O=0.9999793767929077|NORM=2.0149371266597882e-05
8	O=0.9997958540916443|NORM=0.0002026366419158876
do	O=0.999987006187439|NORM=1.2347913070698269e-05
13.07.	O=0.9987718462944031|NORM=0.0012270717415958643
na	O=0.9999291896820068|NORM=7.041139178909361e-05
peljescu	O=0.9848852157592773|NORM=0.01509691309183836
(	O=0.9999804496765137|NORM=1.9002649423782714e-05
viganj	O=0.9978274703025818|NORM=0.002170294988900423
)	O=0.9999210834503174|NORM=7.698854460613802e-05
;)	O=0.9999182224273682|NORM=7.892401481512934e-05

sudan	O=0.9997462630271912|NORM=0.0002520464186090976
se	O=0.9999570846557617|NORM=4.262257061782293e-05
raspa	O=0.7336184978485107|NORM=0.2663670480251312
na	O=0.9999582767486572|NORM=4.153430199949071e-05
sudan	O=0.9998144507408142|NORM=0.00018358821398578584
i	O=0.999981164932251|NORM=1.845013139245566e-05
južni	O=0.9998955726623535|NORM=0.00010409490641904995
sudan	O=0.9999008178710938|NORM=9.816528472583741e-05
,	O=0.9999833106994629|NORM=1.5827463357709348e-05
sad	O=0.999924898147583|NORM=7.436460145981982e-05
će	O=0.9997550845146179|NORM=0.0002444516576360911
se	O=0.9999041557312012|NORM=9.540040628053248e-05
južni	O=0.9998944997787476|NORM=0.0001050639184541069
sudan	O=0.9988129138946533|NORM=0.001185606699436903
raspast	O=0.8295533657073975|NORM=0.1704249382019043
na	O=0.9994974136352539|NORM=0.0005020612152293324
južni	O=0.999850869178772|NORM=0.00014876024215482175
sudan	O=0.9998388290405273|NORM=0.00015951646491885185
i	O=0.9999871253967285|NORM=1.2488201718952041e-05
još	O=0.999947190284729|NORM=5.230943133938126e-05
južniji	O=0.9997970461845398|NORM=0.00020268443040549755
sudan	O=0.9998311996459961|NORM=0.0001673686783760786
?	O=0.9999712705612183|NORM=2.7610287361312658e-05

pa	O=0.9999614953994751|NORM=3.772848504013382e-05
dokle	O=0.8242605924606323|NORM=0.17573121190071106
vise	NORM=0.9993857145309448|O=0.0005980046698823571
?	O=0.9999723434448242|NORM=2.346571272937581e-05

nagradna	O=0.9999713897705078|NORM=2.8318849217612296e-05
igra	O=0.9999724626541138|NORM=2.728549952735193e-05
na	O=0.9999790191650391|NORM=2.068191133730579e-05
našem	O=0.9999521970748901|NORM=4.744495527120307e-05
facebooku	O=0.9996834993362427|NORM=0.0003154784208163619
http://t.co/hllgwmn0sa	O=0.9999781847000122|NORM=2.158351708203554e-05
.	O=0.9999923706054688|NORM=6.915823178132996e-06

mojoj	O=0.9999768733978271|NORM=2.254379796795547e-05
dragoj	O=0.9999078512191772|NORM=9.159110049949959e-05
uvijek	O=0.9999833106994629|NORM=1.594381501490716e-05
upali	O=0.9939432740211487|NORM=0.006050677038729191
;)	O=0.9999630451202393|NORM=3.21736115438398e-05

sad	O=0.9999812841415405|NORM=1.8334176274947822e-05
sam	O=0.9999667406082153|NORM=3.262807513237931e-05
se	O=0.9999792575836182|NORM=2.05029336939333e-05
prvi	O=0.9999756813049316|NORM=2.40665212913882e-05
put	O=0.9999861717224121|NORM=1.3673579815076664e-05
susrela	O=0.9999516010284424|NORM=4.766533675137907e-05
s	O=0.9999904632568359|NORM=9.029055945575237e-06
pojavom	O=0.9999481439590454|NORM=5.125786265125498e-05
zvanom	O=0.9997643828392029|NORM=0.0002351253933738917
'	O=0.9999855756759644|NORM=1.328840426140232e-05
ažuriranje	O=0.9999029636383057|NORM=9.634495654609054e-05
